,dvcat,weight,Survived,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity,caseid
10000,55+,18.654999999795105,survived,airbag,none,1,m,38,2002,2002.0,deploy,driver,1,3.0,73:104:1
10001,10-24,33.3449999997392,survived,none,none,1,m,66,2002,1989.0,unavail,driver,0,0.0,73:105:1
10002,25-39,1015.31199999899,survived,airbag,none,1,m,25,2002,2001.0,deploy,driver,1,3.0,73:106:2
10003,1-9km/h,83.8929999992251,survived,none,belted,0,f,50,2002,1993.0,unavail,driver,0,4.0,73:107:2
10004,10-24,39.1779999998398,survived,airbag,belted,1,f,44,2002,1996.0,deploy,driver,1,4.0,73:108:2
10005,10-24,39.1779999998398,survived,airbag,belted,1,f,37,2002,1996.0,deploy,pass,1,4.0,73:108:2
10006,25-39,21.292999999830503,survived,none,none,0,m,23,2002,1994.0,unavail,driver,0,0.0,73:110:1
10007,25-39,21.292999999830503,survived,none,none,0,m,21,2002,1994.0,unavail,pass,0,1.0,73:110:1
10008,40-54,21.292999999830503,survived,airbag,belted,1,m,38,2002,1992.0,deploy,driver,1,0.0,73:110:2
10009,10-24,324.197999998927,survived,none,belted,0,f,21,2002,1991.0,unavail,driver,0,2.0,73:115:2
10010,10-24,324.197999998927,survived,none,belted,0,f,18,2002,1991.0,unavail,pass,0,2.0,73:115:2
10011,25-39,40.8659999999218,survived,none,none,1,m,21,2002,1989.0,unavail,driver,0,0.0,73:118:1
10012,25-39,40.8659999999218,survived,none,none,1,f,19,2002,1989.0,unavail,pass,0,3.0,73:118:1
10013,25-39,40.8659999999218,survived,none,belted,0,m,71,2002,1985.0,unavail,driver,0,0.0,73:118:2
10014,1-9km/h,318.177999999374,survived,none,belted,0,f,17,2002,1970.0,unavail,driver,0,1.0,73:120:1
10015,10-24,318.177999999374,survived,none,none,1,f,25,2002,1990.0,unavail,driver,0,1.0,73:120:2
10016,10-24,446.698999997228,survived,airbag,belted,1,f,45,2002,2000.0,nodeploy,pass,0,0.0,73:121:2
10017,1-9km/h,920.225999996066,survived,none,none,0,m,16,2002,1986.0,unavail,driver,0,0.0,73:122:2
10018,25-39,83.8929999992251,survived,airbag,belted,0,f,46,2002,2001.0,deploy,driver,1,4.0,73:124:1
10019,25-39,83.8929999992251,Not_Survived,airbag,belted,0,m,48,2002,2001.0,deploy,pass,1,4.0,73:124:1
10020,55+,21.1399999998976,survived,none,none,1,m,52,2002,1991.0,unavail,driver,0,3.0,73:125:1
10021,55+,21.1399999998976,survived,none,none,1,f,43,2002,1991.0,unavail,pass,0,1.0,73:125:1
10022,10-24,1541.3789999932098,survived,airbag,belted,1,f,38,2002,1997.0,nodeploy,driver,0,0.0,73:132:1
10023,10-24,34.3249999997206,survived,airbag,belted,0,m,55,2002,1999.0,nodeploy,driver,0,0.0,73:133:1
10024,10-24,34.3249999997206,survived,airbag,belted,0,f,52,2002,1999.0,nodeploy,pass,0,3.0,73:133:1
10025,25-39,34.3249999997206,survived,airbag,belted,1,m,47,2002,2001.0,deploy,driver,1,0.0,73:133:2
10026,25-39,34.3249999997206,survived,airbag,belted,1,f,38,2002,2001.0,deploy,pass,1,3.0,73:133:2
10027,10-24,250.22099999897202,survived,none,belted,1,m,81,2002,1989.0,unavail,driver,0,1.0,73:135:1
10028,10-24,250.22099999897202,survived,none,belted,1,f,75,2002,1989.0,unavail,pass,0,1.0,73:135:1
10029,10-24,507.537999998778,survived,none,belted,0,f,25,2002,1991.0,unavail,driver,0,1.0,73:136:1
10030,10-24,507.537999998778,survived,none,belted,0,m,47,2002,1991.0,unavail,pass,0,0.0,73:136:1
10031,10-24,507.537999998778,survived,airbag,belted,1,m,25,2002,1995.0,deploy,driver,1,1.0,73:136:2
10032,10-24,507.537999998778,survived,airbag,belted,1,m,26,2002,1995.0,deploy,pass,1,1.0,73:136:2
10033,25-39,501.918999999762,survived,airbag,belted,0,f,17,2002,2000.0,nodeploy,driver,0,1.0,73:140:1
10034,10-24,501.918999999762,survived,airbag,belted,1,f,41,2002,2000.0,deploy,driver,1,2.0,73:140:2
10035,10-24,501.918999999762,survived,airbag,belted,1,f,16,2002,2000.0,deploy,pass,1,1.0,73:140:2
10036,10-24,1429.3019999861701,survived,airbag,belted,1,f,27,2002,2000.0,deploy,driver,1,0.0,73:141:1
10037,40-54,38.8969999998808,survived,none,belted,1,m,23,2002,1989.0,unavail,driver,0,3.0,73:142:1
10038,40-54,38.8969999998808,survived,none,belted,1,m,21,2002,1989.0,unavail,pass,0,,73:142:1
10039,10-24,19.6399999998976,survived,airbag,belted,0,f,39,2002,2001.0,nodeploy,driver,0,1.0,73:143:1
10040,10-24,1212.98299999535,survived,none,belted,1,f,87,2002,1976.0,unavail,driver,0,1.0,73:145:1
10041,25-39,122.822999999858,survived,airbag,belted,1,m,56,2002,1999.0,deploy,driver,1,3.0,73:146:2
10042,10-24,93.5079999994487,survived,none,belted,1,m,17,2002,1992.0,unavail,driver,0,0.0,73:147:1
10043,10-24,93.5079999994487,survived,none,belted,1,m,17,2002,1992.0,unavail,pass,0,0.0,73:147:1
10044,10-24,93.5079999994487,survived,airbag,belted,0,m,42,2002,1999.0,nodeploy,driver,0,3.0,73:147:2
10045,55+,21.292999999830503,Not_Survived,none,none,1,f,43,2002,1982.0,unavail,driver,0,4.0,73:149:1
10046,55+,21.1399999998976,survived,none,belted,1,m,42,2002,1989.0,unavail,driver,0,3.0,73:150:1
10047,10-24,829.218999996781,survived,airbag,none,0,m,57,2002,2000.0,nodeploy,driver,0,0.0,73:151:1
10048,10-24,829.218999996781,survived,airbag,belted,1,f,78,2002,1997.0,deploy,driver,1,2.0,73:151:2
10049,25-39,21.1399999998976,survived,airbag,none,1,f,42,2002,1995.0,deploy,driver,1,3.0,73:154:1
10050,55+,21.292999999830503,survived,airbag,belted,1,m,32,2002,1998.0,deploy,driver,1,3.0,73:157:1
10051,40-54,21.292999999830503,survived,airbag,none,0,m,21,2002,1998.0,nodeploy,driver,0,3.0,73:157:2
10052,40-54,21.292999999830503,Not_Survived,airbag,none,0,f,22,2002,1998.0,nodeploy,pass,0,4.0,73:157:2
10053,55+,18.654999999795105,survived,airbag,none,1,f,24,2002,1999.0,deploy,driver,1,3.0,73:158:1
10054,10-24,666.029999993742,survived,airbag,belted,1,f,59,2002,1996.0,deploy,driver,1,2.0,73:159:1
10055,25-39,666.029999993742,survived,none,belted,1,m,23,2002,1991.0,unavail,driver,0,1.0,73:160:1
10056,10-24,1926.27799999714,survived,airbag,belted,0,f,26,2002,1996.0,deploy,driver,1,0.0,73:161:1
10057,10-24,1926.27799999714,survived,airbag,belted,0,f,32,2002,1996.0,deploy,pass,1,0.0,73:161:1
10058,25-39,459.520999997854,survived,none,none,0,m,24,2002,1984.0,unavail,driver,0,0.0,73:163:1
10059,25-39,459.520999997854,survived,none,none,0,m,19,2002,1984.0,unavail,pass,0,1.0,73:163:1
10060,10-24,1329.01699998975,survived,none,belted,0,f,41,2002,1993.0,unavail,driver,0,0.0,73:165:1
10061,25-39,39.1779999998398,survived,airbag,none,1,f,35,2002,1996.0,deploy,driver,1,4.0,73:166:1
10062,55+,21.3049999999348,Not_Survived,airbag,none,1,m,33,2002,1994.0,deploy,driver,1,4.0,73:168:1
10063,10-24,7620.8859999775905,survived,none,belted,1,m,39,2002,1987.0,unavail,driver,0,0.0,73:169:1
10064,55+,28.2029999999795,survived,none,none,1,m,39,2002,1991.0,unavail,driver,0,3.0,73:170:1
10065,10-24,1512.93699999154,survived,airbag,belted,1,m,16,2002,1996.0,deploy,driver,1,2.0,73:172:1
10066,10-24,1512.93699999154,survived,airbag,belted,1,m,17,2002,1996.0,deploy,pass,1,2.0,73:172:1
10067,10-24,18.654999999795105,survived,airbag,belted,1,f,27,2002,2000.0,deploy,driver,1,3.0,73:173:1
10068,10-24,18.654999999795105,survived,airbag,belted,1,m,26,2002,2000.0,deploy,pass,1,3.0,73:173:1
10069,25-39,18.654999999795105,survived,airbag,none,1,m,26,2002,2001.0,deploy,driver,1,3.0,73:174:1
10070,25-39,18.654999999795105,survived,airbag,none,1,m,23,2002,2001.0,deploy,pass,1,3.0,73:174:1
10071,25-39,18.654999999795105,survived,none,belted,0,m,22,2002,1986.0,unavail,driver,0,0.0,73:174:2
10072,1-9km/h,239.769999999553,survived,airbag,belted,0,m,42,2002,2003.0,nodeploy,driver,0,0.0,73:175:1
10073,10-24,486.33899999782403,survived,airbag,belted,0,f,83,2002,1996.0,deploy,driver,1,2.0,73:176:2
10074,10-24,682.7849999964241,survived,airbag,belted,1,m,68,2002,1999.0,deploy,driver,1,0.0,73:177:1
10075,10-24,682.7849999964241,survived,airbag,belted,1,f,65,2002,1999.0,deploy,pass,1,0.0,73:177:1
10076,10-24,303.14999999851,survived,airbag,belted,1,f,78,2002,2001.0,nodeploy,driver,0,1.0,73:184:1
10077,10-24,1778.39099998772,survived,airbag,none,0,f,22,2002,1998.0,nodeploy,driver,0,0.0,73:186:1
10078,10-24,75.80099999997759,survived,airbag,belted,1,f,25,2002,1995.0,nodeploy,driver,0,1.0,73:187:1
10079,1-9km/h,75.80099999997759,survived,airbag,none,1,f,25,2002,1991.0,deploy,driver,1,3.0,73:187:2
10080,1-9km/h,75.80099999997759,survived,none,none,1,m,27,2002,1991.0,unavail,pass,0,0.0,73:187:2
10081,25-39,290.963999997824,survived,airbag,belted,1,m,37,2002,2001.0,deploy,driver,1,0.0,73:188:2
10082,25-39,290.963999997824,survived,airbag,belted,1,f,63,2002,2001.0,deploy,pass,1,1.0,73:188:2
10083,10-24,590.179999999702,survived,airbag,belted,0,m,87,2002,1995.0,nodeploy,driver,0,1.0,73:189:1
10084,10-24,590.179999999702,survived,airbag,belted,0,m,82,2002,1995.0,nodeploy,pass,0,1.0,73:189:1
10085,25-39,590.179999999702,survived,airbag,belted,1,m,24,2002,1997.0,deploy,driver,1,1.0,73:189:2
10086,10-24,21.1399999998976,survived,airbag,belted,1,m,33,2002,2003.0,deploy,driver,1,0.0,73:191:1
10087,25-39,21.1399999998976,survived,none,none,1,f,53,2002,1988.0,unavail,driver,0,3.0,73:191:2
10088,25-39,21.1399999998976,survived,none,none,1,m,42,2002,1988.0,unavail,pass,0,3.0,73:191:2
10089,1-9km/h,196.457999998704,survived,airbag,none,0,m,17,2002,1994.0,nodeploy,driver,0,2.0,73:193:1
10090,1-9km/h,196.457999998704,survived,airbag,none,0,m,17,2002,1994.0,nodeploy,pass,0,0.0,73:193:1
10091,10-24,275.81299999728805,survived,airbag,belted,1,m,59,2002,2000.0,deploy,driver,1,0.0,73:194:1
10092,10-24,568.190999999642,survived,airbag,belted,1,m,20,2002,1992.0,nodeploy,driver,0,0.0,73:195:1
10093,25-39,257.577999997884,survived,airbag,none,0,m,26,2002,2001.0,deploy,driver,1,0.0,73:197:2
10094,25-39,257.577999997884,survived,airbag,none,0,f,27,2002,2001.0,deploy,pass,1,1.0,73:197:2
10095,10-24,1511.0519999861701,survived,none,belted,1,m,19,2002,1992.0,unavail,driver,0,0.0,73:199:1
10096,25-39,18.654999999795105,survived,airbag,belted,1,f,27,2002,2000.0,deploy,driver,1,3.0,73:200:1
10097,25-39,21.1399999998976,survived,airbag,belted,1,m,63,2002,1996.0,deploy,driver,1,3.0,73:201:1
10098,10-24,170.275999998674,survived,airbag,belted,1,f,19,2002,1992.0,deploy,driver,1,2.0,73:202:1
10099,10-24,170.275999998674,survived,none,belted,1,f,18,2002,1992.0,unavail,pass,0,0.0,73:202:1
10100,10-24,170.275999998674,survived,airbag,belted,0,f,20,2002,2000.0,nodeploy,driver,0,0.0,73:202:2
10101,10-24,170.275999998674,survived,airbag,belted,0,f,61,2002,2000.0,nodeploy,pass,0,1.0,73:202:2
10102,10-24,484.8909999988969,survived,airbag,belted,1,m,26,2002,2002.0,deploy,driver,1,0.0,73:203:1
10103,10-24,998.9049999937421,survived,none,belted,1,f,19,2002,1993.0,unavail,driver,0,0.0,73:204:2
10104,25-39,73.5,survived,airbag,belted,1,m,21,2002,2003.0,nodeploy,driver,0,3.0,73:205:1
10105,25-39,1621.10699999332,survived,airbag,belted,1,f,25,2002,2002.0,deploy,driver,1,1.0,73:208:1
10106,10-24,1621.10699999332,survived,none,belted,1,m,25,2002,1989.0,unavail,driver,0,0.0,73:208:2
10107,10-24,1621.10699999332,survived,none,none,1,m,26,2002,1989.0,unavail,pass,0,2.0,73:208:2
10108,40-54,21.1399999998976,survived,none,belted,1,m,38,2002,1991.0,unavail,driver,0,3.0,73:209:1
10109,40-54,21.1399999998976,survived,none,none,1,m,35,2002,1991.0,unavail,pass,0,0.0,73:209:1
10110,25-39,210.04599999822705,survived,airbag,belted,0,m,43,2002,1999.0,nodeploy,driver,0,1.0,73:210:2
10111,25-39,210.04599999822705,survived,airbag,belted,1,f,71,2002,1999.0,deploy,driver,1,2.0,73:210:3
10112,25-39,1232.20799998939,survived,airbag,belted,1,m,34,2002,1995.0,deploy,driver,1,0.0,73:213:1
10113,40-54,21.1399999998976,survived,airbag,belted,1,f,52,2002,1995.0,deploy,driver,1,3.0,73:214:1
10114,40-54,29.6639999998733,survived,airbag,none,0,f,19,2002,1994.0,nodeploy,driver,0,3.0,73:220:1
10115,25-39,29.6639999998733,survived,none,belted,1,m,46,2002,1987.0,unavail,driver,0,3.0,73:221:1
10116,25-39,29.6639999998733,survived,none,belted,1,f,28,2002,1987.0,unavail,pass,0,1.0,73:221:1
10117,25-39,131.455999998376,survived,airbag,belted,1,m,64,2002,1999.0,deploy,driver,1,1.0,73:222:2
10118,10-24,374.343999996781,survived,airbag,belted,1,m,24,2002,2002.0,nodeploy,driver,0,0.0,73:223:1
10119,10-24,374.343999996781,survived,airbag,none,1,m,29,2002,2001.0,deploy,driver,1,0.0,73:224:2
10120,10-24,34.0809999997728,survived,airbag,belted,1,f,25,2002,2002.0,deploy,driver,1,1.0,73:225:1
10121,10-24,34.0809999997728,survived,airbag,belted,1,m,47,2002,1999.0,nodeploy,driver,0,2.0,73:225:2
10122,55+,220.12899999879295,survived,airbag,belted,1,m,17,2002,2001.0,deploy,driver,1,3.0,74:1:1
10123,40-54,220.12899999879295,survived,airbag,none,1,m,16,2002,2000.0,deploy,driver,1,0.0,74:1:3
10124,10-24,2539.2899999916604,survived,none,belted,0,m,38,2002,1991.0,unavail,driver,0,0.0,74:2:2
10125,10-24,2539.2899999916604,survived,airbag,belted,1,f,44,2002,2001.0,nodeploy,driver,0,0.0,74:2:3
10126,40-54,869.9339999929068,survived,airbag,belted,1,f,23,2002,1995.0,deploy,driver,1,1.0,74:3:1
10127,25-39,21.7539999999572,survived,none,none,1,f,27,2002,1982.0,unavail,driver,0,0.0,74:6:1
10128,25-39,21.7539999999572,survived,none,none,1,f,28,2002,1982.0,unavail,pass,0,3.0,74:6:1
10129,10-24,36.405999999959,survived,airbag,belted,1,m,49,2002,2001.0,deploy,driver,1,0.0,74:7:1
10130,25-39,36.405999999959,survived,none,none,1,m,17,2002,1994.0,unavail,driver,0,3.0,74:7:2
10131,25-39,36.405999999959,survived,none,none,1,f,16,2002,1994.0,unavail,pass,0,3.0,74:7:2
10132,10-24,13.9909999999218,survived,none,none,1,m,67,2002,1995.0,unavail,driver,0,1.0,74:8:1
10133,25-39,13.9909999999218,survived,airbag,belted,1,f,41,2002,1995.0,deploy,driver,1,3.0,74:8:2
10134,10-24,16.936999999918,survived,airbag,none,1,f,37,2002,1998.0,deploy,driver,1,3.0,74:9:1
10135,10-24,11.6209999999264,survived,airbag,belted,1,f,24,2002,1999.0,deploy,driver,1,3.0,74:10:1
10136,10-24,11.6209999999264,survived,airbag,belted,1,m,22,2002,1999.0,deploy,pass,1,1.0,74:10:1
10137,10-24,11.6209999999264,survived,airbag,belted,1,m,35,2002,1997.0,nodeploy,driver,0,0.0,74:11:1
10138,10-24,11.6209999999264,survived,airbag,belted,1,m,79,2002,1998.0,nodeploy,driver,0,3.0,74:11:2
10139,10-24,11.6209999999264,survived,airbag,belted,1,f,78,2002,1998.0,nodeploy,pass,0,0.0,74:11:2
10140,25-39,7.52799999999115,survived,airbag,belted,0,m,18,2002,2001.0,nodeploy,driver,0,1.0,74:13:1
10141,25-39,7.52799999999115,survived,airbag,belted,0,f,78,2002,2001.0,nodeploy,pass,0,3.0,74:13:1
10142,25-39,7.52799999999115,survived,none,none,1,m,22,2002,1988.0,unavail,driver,0,0.0,74:13:2
10143,1-9km/h,148.75399999879298,survived,airbag,belted,1,m,56,2002,1998.0,nodeploy,driver,0,0.0,74:15:1
10144,10-24,148.75399999879298,survived,airbag,belted,1,f,44,2002,1994.0,nodeploy,driver,0,3.0,74:15:2
10145,10-24,78.7099999999627,survived,airbag,none,1,m,34,2002,1995.0,deploy,driver,1,0.0,74:16:1
10146,10-24,78.7099999999627,survived,none,belted,1,m,20,2002,1992.0,unavail,driver,0,3.0,74:16:2
10147,10-24,78.7099999999627,survived,none,belted,1,f,23,2002,1992.0,unavail,pass,0,3.0,74:16:2
10148,10-24,1840.9139999896304,survived,none,belted,1,f,19,2002,1993.0,unavail,driver,0,0.0,74:17:3
10149,10-24,1840.9139999896304,survived,none,none,1,f,22,2002,1993.0,unavail,pass,0,0.0,74:17:3
10150,10-24,10.695999999996301,survived,none,belted,0,m,49,2002,1994.0,unavail,driver,0,3.0,74:20:1
10151,10-24,10.695999999996301,survived,none,belted,1,m,21,2002,1992.0,unavail,driver,0,2.0,74:20:2
10152,10-24,34.7989999996498,survived,airbag,belted,0,m,40,2002,2000.0,nodeploy,driver,0,2.0,74:21:1
10153,10-24,34.7989999996498,survived,airbag,none,0,f,44,2002,2000.0,nodeploy,pass,0,3.0,74:21:1
10154,10-24,34.7989999996498,survived,airbag,belted,1,m,23,2002,1998.0,deploy,driver,1,0.0,74:21:2
10155,10-24,7.52799999999115,survived,airbag,belted,0,m,22,2002,2001.0,nodeploy,driver,0,0.0,74:22:3
10156,10-24,7.52799999999115,survived,airbag,belted,1,m,17,2002,2000.0,deploy,driver,1,0.0,74:22:4
10157,10-24,7.52799999999115,survived,airbag,belted,1,f,16,2002,2000.0,deploy,pass,1,3.0,74:22:4
10158,25-39,7.785999999963678,survived,none,belted,0,m,19,2002,1985.0,unavail,driver,0,3.0,74:24:1
10159,10-24,7.785999999963678,survived,airbag,belted,1,f,34,2002,2001.0,nodeploy,driver,0,2.0,74:24:2
10160,10-24,15.073999999905901,survived,airbag,none,0,f,82,2002,1991.0,deploy,driver,1,3.0,74:26:1
10161,25-39,15.073999999905901,survived,airbag,none,1,f,23,2002,1995.0,deploy,driver,1,1.0,74:26:2
10162,10-24,62.0969999996014,survived,airbag,none,1,m,18,2002,2000.0,deploy,driver,1,0.0,74:27:1
10163,10-24,62.0969999996014,survived,airbag,none,1,f,16,2002,2000.0,deploy,pass,1,0.0,74:27:1
10164,10-24,109.396999999881,survived,none,belted,1,f,77,2002,1978.0,unavail,driver,0,0.0,74:28:1
10165,10-24,109.396999999881,survived,airbag,belted,0,f,16,2002,1996.0,nodeploy,driver,0,2.0,74:28:2
10166,1-9km/h,352.559999998659,survived,airbag,belted,0,f,41,2002,1995.0,nodeploy,driver,0,0.0,74:29:1
10167,10-24,25.3939999998547,survived,none,none,0,f,26,2002,1989.0,unavail,driver,0,3.0,74:30:1
10168,10-24,25.3939999998547,survived,none,none,0,m,21,2002,1989.0,unavail,pass,0,2.0,74:30:1
10169,10-24,25.3939999998547,survived,airbag,belted,1,f,26,2002,1993.0,deploy,driver,1,1.0,74:30:2
10170,25-39,104.61099999956801,survived,airbag,belted,1,f,49,2002,2001.0,deploy,driver,1,1.0,74:31:1
10171,10-24,104.61099999956801,survived,airbag,belted,1,f,59,2002,1998.0,deploy,driver,1,1.0,74:31:2
10172,10-24,104.61099999956801,survived,airbag,belted,1,f,80,2002,1998.0,deploy,pass,1,0.0,74:31:2
10173,10-24,101.139999999665,survived,airbag,belted,0,m,25,2002,2000.0,nodeploy,driver,0,0.0,74:34:1
10174,10-24,101.139999999665,survived,airbag,none,1,f,22,2002,1991.0,nodeploy,driver,0,1.0,74:34:2
10175,10-24,101.139999999665,survived,airbag,belted,1,f,49,2002,1991.0,nodeploy,pass,0,1.0,74:34:2
10176,10-24,311.119999997318,survived,airbag,belted,0,f,18,2002,2000.0,nodeploy,driver,0,0.0,74:35:2
10177,25-39,9.025999999954367,survived,airbag,belted,0,f,18,2002,1995.0,nodeploy,driver,0,3.0,74:38:1
10178,25-39,19.9779999998864,survived,none,none,1,f,37,2002,1984.0,unavail,driver,0,3.0,74:39:2
10179,10-24,82.29999999981369,survived,airbag,belted,1,f,56,2002,2001.0,deploy,driver,1,0.0,74:40:1
10180,10-24,82.29999999981369,survived,none,belted,0,f,82,2002,1983.0,unavail,driver,0,1.0,74:40:2
10181,10-24,144.98899999819704,survived,none,belted,0,m,25,2002,1991.0,unavail,driver,0,0.0,74:41:1
10182,10-24,144.98899999819704,survived,none,none,1,f,49,2002,1986.0,unavail,driver,0,1.0,74:41:2
10183,40-54,9.025999999954367,survived,airbag,belted,1,m,21,2002,1998.0,deploy,driver,1,3.0,74:42:1
10184,55+,9.025999999954367,survived,none,belted,0,f,26,2002,1991.0,unavail,driver,0,2.0,74:42:2
10185,25-39,9.025999999954367,survived,airbag,belted,0,m,50,2002,1997.0,nodeploy,driver,0,2.0,74:42:3
10186,10-24,9.025999999954367,survived,airbag,belted,0,f,53,2002,1997.0,deploy,driver,1,2.0,74:42:4
10187,25-39,8.51699999999255,survived,airbag,belted,1,f,18,2002,2000.0,deploy,driver,1,0.0,74:43:1
10188,25-39,8.51699999999255,survived,airbag,belted,1,f,16,2002,2000.0,deploy,pass,1,3.0,74:43:1
10189,10-24,518.815999999642,survived,none,belted,0,m,17,2002,1992.0,unavail,driver,0,2.0,74:45:1
10190,10-24,518.815999999642,survived,airbag,none,1,m,21,2002,1996.0,nodeploy,driver,0,0.0,74:45:2
10191,10-24,9.139999999897553,survived,airbag,none,1,f,30,2002,1999.0,deploy,driver,1,3.0,74:47:1
10192,25-39,14.612999999895699,survived,airbag,belted,1,m,42,2002,1999.0,deploy,driver,1,0.0,74:48:1
10193,25-39,14.612999999895699,survived,airbag,belted,1,f,39,2002,1999.0,deploy,pass,1,0.0,74:48:1
10194,40-54,14.612999999895699,survived,airbag,belted,1,f,49,2002,1996.0,deploy,driver,1,3.0,74:48:2
10195,40-54,9.258999999961821,survived,airbag,none,1,m,82,2002,2000.0,deploy,driver,1,3.0,74:50:1
10196,40-54,9.258999999961821,survived,airbag,belted,1,m,55,2002,2000.0,deploy,driver,1,2.0,74:50:2
10197,40-54,9.258999999961821,survived,airbag,none,1,f,54,2002,2000.0,deploy,pass,1,2.0,74:50:2
10198,10-24,1285.24899999797,survived,airbag,belted,0,m,27,2002,1995.0,deploy,driver,1,2.0,74:51:1
10199,10-24,1285.24899999797,survived,airbag,belted,1,m,59,2002,1997.0,deploy,driver,1,0.0,74:51:2
10200,25-39,9.230999999912461,survived,airbag,belted,0,f,20,2002,1998.0,nodeploy,driver,0,1.0,74:52:1
10201,25-39,9.230999999912461,survived,airbag,belted,1,m,20,2002,2001.0,nodeploy,driver,0,3.0,74:52:2
10202,25-39,9.230999999912461,survived,airbag,belted,1,m,20,2002,2001.0,nodeploy,pass,0,0.0,74:52:2
10203,10-24,138.875,survived,airbag,belted,1,f,39,2002,1999.0,deploy,driver,1,1.0,74:53:1
10204,10-24,447.56199999898695,survived,airbag,belted,0,m,34,2002,1996.0,nodeploy,driver,0,0.0,74:54:1
10205,10-24,9.025999999954367,survived,airbag,belted,1,f,72,2002,1992.0,deploy,driver,1,0.0,74:56:1
10206,10-24,9.025999999954367,survived,airbag,belted,0,f,45,2002,1998.0,deploy,driver,1,3.0,74:56:2
10207,25-39,7.52799999999115,survived,airbag,belted,1,m,47,2002,1999.0,deploy,driver,1,3.0,74:57:1
10208,25-39,7.52799999999115,survived,airbag,belted,0,f,78,2002,2000.0,deploy,driver,1,3.0,74:57:2
10209,25-39,7.52799999999115,survived,none,none,1,f,16,2002,1990.0,unavail,driver,0,3.0,74:58:1
10210,25-39,7.52799999999115,survived,none,none,1,f,16,2002,1990.0,unavail,pass,0,3.0,74:58:1
10211,10-24,7.52799999999115,survived,airbag,belted,0,m,63,2002,2002.0,nodeploy,driver,0,0.0,74:58:2
10212,10-24,7.52799999999115,survived,airbag,belted,0,f,63,2002,2002.0,nodeploy,pass,0,0.0,74:58:2
10213,10-24,1199.12799999118,survived,airbag,belted,1,f,16,2002,1992.0,nodeploy,driver,0,0.0,74:59:1
10214,25-39,7.52799999999115,survived,airbag,belted,0,m,20,2002,2000.0,nodeploy,driver,0,3.0,74:60:1
10215,10-24,7.52799999999115,survived,airbag,belted,0,m,41,2002,2002.0,nodeploy,driver,0,3.0,74:60:2
10216,10-24,23.2279999998864,survived,none,belted,1,f,41,2002,1988.0,unavail,driver,0,3.0,74:61:1
10217,10-24,23.2279999998864,survived,airbag,belted,1,m,64,2002,1998.0,deploy,driver,1,3.0,74:61:2
10218,25-39,23.2279999998864,survived,airbag,none,1,f,51,2002,1995.0,deploy,driver,1,3.0,74:62:1
10219,25-39,294.343999996781,survived,airbag,belted,1,m,24,2002,1994.0,deploy,driver,1,0.0,74:63:1
10220,25-39,294.343999996781,survived,airbag,belted,1,m,17,2002,1999.0,deploy,driver,1,0.0,74:63:2
10221,10-24,7.52799999999115,survived,airbag,belted,0,m,62,2002,2001.0,deploy,driver,1,3.0,74:64:1
10222,10-24,7.52799999999115,survived,airbag,none,0,f,63,2002,2001.0,nodeploy,pass,0,3.0,74:64:1
10223,25-39,7.52799999999115,survived,airbag,belted,1,m,17,2002,1992.0,deploy,driver,1,2.0,74:64:2
10224,25-39,22.1449999997858,survived,airbag,none,1,m,21,2002,1996.0,deploy,driver,1,3.0,74:66:1
10225,25-39,160.710999999195,survived,none,belted,1,m,26,2002,1984.0,unavail,driver,0,0.0,74:67:1
10226,40-54,160.710999999195,survived,airbag,belted,0,m,50,2002,2001.0,deploy,driver,1,2.0,74:67:2
10227,10-24,517.932999998331,survived,none,belted,0,f,70,2002,1992.0,unavail,driver,0,0.0,74:68:1
10228,10-24,517.932999998331,survived,airbag,belted,1,f,58,2002,1994.0,deploy,driver,1,0.0,74:68:2
10229,25-39,9.025999999954367,survived,airbag,belted,1,f,21,2002,1996.0,nodeploy,driver,0,0.0,74:69:1
10230,40-54,9.025999999954367,survived,airbag,none,0,m,32,2002,1995.0,nodeploy,driver,0,3.0,74:69:2
10231,25-39,9.025999999954367,survived,none,belted,1,f,32,2002,1989.0,unavail,driver,0,0.0,74:70:1
10232,25-39,9.025999999954367,survived,none,belted,1,f,82,2002,1989.0,unavail,pass,0,3.0,74:70:1
10233,40-54,9.025999999954367,survived,airbag,none,0,f,19,2002,1995.0,nodeploy,driver,0,3.0,74:70:2
10234,40-54,9.025999999954367,survived,airbag,none,0,m,19,2002,1995.0,nodeploy,pass,0,3.0,74:70:2
10235,10-24,9.025999999954367,survived,airbag,none,1,m,40,2002,1995.0,nodeploy,driver,0,3.0,74:70:3
10236,25-39,8.24399999994785,survived,airbag,none,1,f,18,2002,1999.0,deploy,driver,1,3.0,74:71:1
10237,25-39,8.24399999994785,survived,airbag,none,1,f,16,2002,1999.0,deploy,pass,1,1.0,74:71:1
10238,10-24,8.24399999994785,survived,airbag,belted,0,m,19,2002,1998.0,deploy,driver,1,0.0,74:71:2
10239,10-24,8.24399999994785,survived,airbag,belted,0,m,20,2002,1998.0,deploy,pass,1,0.0,74:71:2
10240,25-39,8.24399999994785,survived,airbag,belted,0,m,37,2002,2002.0,nodeploy,driver,0,3.0,74:72:1
10241,25-39,8.24399999994785,survived,airbag,belted,1,m,65,2002,1999.0,nodeploy,driver,0,0.0,74:72:2
